dteday,hr,datetime,cnt,temp,hum,windspeed,traffic_factor,weather_condition,holiday_flag,weekend_flag,area_name,bike_model,event_name,base_price,surge_multiplier,final_price,zone
2025-03-20,19,2025-03-20 19:00:00,907,30.0,39.6,3.8,0.79,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-03-20,20,2025-03-20 20:00:00,641,29.8,42.2,7.1,0.74,Light Rain,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-20,21,2025-03-20 21:00:00,699,28.8,48.7,1.5,0.76,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-20,22,2025-03-20 22:00:00,677,25.9,53.8,5.0,0.76,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-20,23,2025-03-20 23:00:00,620,28.9,41.8,9.2,0.76,Cloudy,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-03-21,0,2025-03-21 00:00:00,572,25.9,51.0,7.6,0.69,Cloudy,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-03-21,1,2025-03-21 01:00:00,600,27.0,46.8,13.9,0.76,Cloudy,1,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-03-21,2,2025-03-21 02:00:00,574,27.3,47.8,6.1,0.72,Cloudy,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-03-21,3,2025-03-21 03:00:00,648,29.7,46.1,7.9,0.75,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-21,4,2025-03-21 04:00:00,663,28.0,37.2,10.0,0.79,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-21,5,2025-03-21 05:00:00,755,30.1,43.4,1.7,0.73,Cloudy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-21,6,2025-03-21 06:00:00,899,28.9,44.3,0.2,0.76,Cloudy,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-03-21,7,2025-03-21 07:00:00,908,28.7,41.2,4.9,0.81,Foggy,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-03-21,8,2025-03-21 08:00:00,454,25.2,37.9,3.4,0.8,Heavy Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-03-21,9,2025-03-21 09:00:00,1022,30.1,45.8,5.1,0.78,Cloudy,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-03-21,10,2025-03-21 10:00:00,943,32.1,51.4,4.2,0.75,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-03-21,11,2025-03-21 11:00:00,305,30.0,39.8,7.4,0.73,Heavy Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-03-21,12,2025-03-21 12:00:00,562,32.5,40.6,16.7,0.76,Foggy,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-03-21,13,2025-03-21 13:00:00,646,30.0,36.5,5.1,0.77,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-21,14,2025-03-21 14:00:00,542,30.2,50.6,0.5,0.78,Foggy,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-03-21,15,2025-03-21 15:00:00,514,25.7,39.2,6.8,0.72,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-03-21,16,2025-03-21 16:00:00,344,33.4,45.1,3.3,0.83,Heavy Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-03-21,17,2025-03-21 17:00:00,932,28.9,34.0,16.3,0.85,Cloudy,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-03-21,18,2025-03-21 18:00:00,943,27.7,41.9,9.7,0.8,Cloudy,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-03-21,19,2025-03-21 19:00:00,934,26.7,38.8,1.2,0.8,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-03-21,20,2025-03-21 20:00:00,831,27.4,41.7,12.3,0.75,Cloudy,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-03-21,21,2025-03-21 21:00:00,724,26.6,43.1,16.8,0.77,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-21,22,2025-03-21 22:00:00,658,26.6,45.0,1.2,0.75,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-21,23,2025-03-21 23:00:00,630,30.3,39.9,5.9,0.76,Cloudy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-22,0,2025-03-22 00:00:00,698,30.0,40.6,5.4,0.76,Clear,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-22,1,2025-03-22 01:00:00,689,29.4,45.6,0.8,0.78,Clear,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-22,2,2025-03-22 02:00:00,633,30.4,43.2,3.7,0.72,Cloudy,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-22,3,2025-03-22 03:00:00,685,31.7,49.3,23.9,0.73,Clear,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-22,4,2025-03-22 04:00:00,709,25.2,33.6,7.3,0.76,Clear,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-22,5,2025-03-22 05:00:00,837,31.3,43.7,7.8,0.74,Clear,0,1,Bangalore,All,None,65.0,1.17,76.05,City
2025-03-22,6,2025-03-22 06:00:00,985,30.9,40.0,3.1,0.75,Clear,0,1,Bangalore,All,None,65.0,1.17,76.05,City
2025-03-22,7,2025-03-22 07:00:00,1206,29.4,52.9,8.7,0.8,Clear,0,1,Bangalore,All,None,65.0,1.25,81.25,City
2025-03-22,8,2025-03-22 08:00:00,1170,26.7,38.1,15.2,0.82,Clear,1,1,Bangalore,All,None,65.0,1.25,81.25,City
2025-03-22,9,2025-03-22 09:00:00,1111,32.0,37.3,9.0,0.84,Clear,0,1,Bangalore,All,None,65.0,1.25,81.25,City
2025-03-22,10,2025-03-22 10:00:00,980,32.3,19.5,5.2,0.78,Clear,0,1,Bangalore,All,None,65.0,1.17,76.05,City
2025-03-22,11,2025-03-22 11:00:00,831,29.2,37.1,8.6,0.75,Cloudy,1,1,Bangalore,All,None,65.0,1.17,76.05,City
2025-03-22,12,2025-03-22 12:00:00,717,29.0,36.8,6.4,0.73,Cloudy,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-22,13,2025-03-22 13:00:00,688,29.2,38.2,4.2,0.71,Cloudy,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-22,14,2025-03-22 14:00:00,742,28.0,49.3,0.8,0.75,Clear,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-22,15,2025-03-22 15:00:00,667,27.2,45.3,3.3,0.8,Foggy,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-22,16,2025-03-22 16:00:00,948,30.3,33.9,3.0,0.77,Cloudy,0,1,Bangalore,All,None,65.0,1.17,76.05,City
2025-03-22,17,2025-03-22 17:00:00,424,29.2,52.7,9.7,0.83,Heavy Rain,0,1,Bangalore,All,None,65.0,1.0,65.0,City
2025-03-22,18,2025-03-22 18:00:00,731,31.3,37.1,15.8,0.86,Light Rain,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-22,19,2025-03-22 19:00:00,1012,28.6,47.8,5.9,0.85,Clear,0,1,Bangalore,All,None,65.0,1.17,76.05,City
2025-03-22,20,2025-03-22 20:00:00,841,31.6,49.2,3.8,0.8,Cloudy,0,1,Bangalore,All,None,65.0,1.17,76.05,City
2025-03-22,21,2025-03-22 21:00:00,828,28.5,44.4,8.6,0.72,Clear,0,1,Bangalore,All,None,65.0,1.17,76.05,City
2025-03-22,22,2025-03-22 22:00:00,798,26.5,44.9,5.1,0.73,Clear,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-22,23,2025-03-22 23:00:00,680,27.3,39.1,4.6,0.71,Clear,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-23,0,2025-03-23 00:00:00,656,30.4,37.7,2.4,0.74,Clear,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-23,1,2025-03-23 01:00:00,615,28.5,41.5,3.2,0.74,Cloudy,0,1,Bangalore,All,None,65.0,1.0,65.0,City
2025-03-23,2,2025-03-23 02:00:00,652,29.6,44.1,10.0,0.78,Cloudy,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-23,3,2025-03-23 03:00:00,711,26.8,31.5,3.5,0.77,Clear,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-23,4,2025-03-23 04:00:00,306,27.9,37.9,2.7,0.73,Heavy Rain,0,1,Bangalore,All,None,65.0,1.0,65.0,City
2025-03-23,5,2025-03-23 05:00:00,860,29.0,45.8,5.2,0.74,Clear,0,1,Bangalore,All,None,65.0,1.17,76.05,City
2025-03-23,6,2025-03-23 06:00:00,702,26.4,43.3,4.5,0.76,Light Rain,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-23,7,2025-03-23 07:00:00,950,26.9,40.6,1.3,0.83,Foggy,0,1,Bangalore,All,None,65.0,1.17,76.05,City
2025-03-23,8,2025-03-23 08:00:00,814,29.7,40.3,10.2,0.8,Light Rain,0,1,Bangalore,All,None,65.0,1.17,76.05,City
2025-03-23,9,2025-03-23 09:00:00,1089,24.3,36.2,9.8,0.83,Cloudy,0,1,Bangalore,All,None,65.0,1.25,81.25,City
2025-03-23,10,2025-03-23 10:00:00,1006,31.0,39.1,4.5,0.83,Clear,0,1,Bangalore,All,None,65.0,1.17,76.05,City
2025-03-23,11,2025-03-23 11:00:00,800,29.8,38.7,5.8,0.75,Clear,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-23,12,2025-03-23 12:00:00,684,30.1,44.2,9.7,0.7,Cloudy,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-23,13,2025-03-23 13:00:00,617,29.8,46.7,7.2,0.71,Foggy,0,1,Bangalore,All,None,65.0,1.0,65.0,City
2025-03-23,14,2025-03-23 14:00:00,719,26.4,39.2,1.6,0.73,Clear,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-23,15,2025-03-23 15:00:00,753,30.9,38.6,1.8,0.78,Clear,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-23,16,2025-03-23 16:00:00,965,26.9,45.2,7.9,0.82,Clear,0,1,Bangalore,All,None,65.0,1.17,76.05,City
2025-03-23,17,2025-03-23 17:00:00,896,34.3,41.6,2.0,0.82,Foggy,1,1,Bangalore,All,None,65.0,1.17,76.05,City
2025-03-23,18,2025-03-23 18:00:00,1063,27.2,46.4,17.4,0.77,Cloudy,1,1,Bangalore,All,None,65.0,1.25,81.25,City
2025-03-23,19,2025-03-23 19:00:00,979,23.5,48.9,5.7,0.77,Cloudy,0,1,Bangalore,All,None,65.0,1.17,76.05,City
2025-03-23,20,2025-03-23 20:00:00,930,30.7,38.4,1.9,0.8,Clear,0,1,Bangalore,All,None,65.0,1.17,76.05,City
2025-03-23,21,2025-03-23 21:00:00,794,29.7,40.4,6.0,0.76,Cloudy,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-23,22,2025-03-23 22:00:00,314,31.1,38.5,15.1,0.76,Heavy Rain,0,1,Bangalore,All,None,65.0,1.0,65.0,City
2025-03-23,23,2025-03-23 23:00:00,680,32.4,48.2,0.7,0.71,Cloudy,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-24,0,2025-03-24 00:00:00,624,30.5,35.1,0.1,0.72,Clear,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-03-24,1,2025-03-24 01:00:00,581,31.6,40.9,4.2,0.76,Clear,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-03-24,2,2025-03-24 02:00:00,596,28.0,38.0,9.5,0.73,Clear,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-03-24,3,2025-03-24 03:00:00,601,29.0,43.7,1.0,0.75,Clear,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-03-24,4,2025-03-24 04:00:00,681,29.6,41.0,20.6,0.76,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-24,5,2025-03-24 05:00:00,625,29.5,46.2,0.1,0.75,Foggy,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-03-24,6,2025-03-24 06:00:00,919,29.7,46.5,1.2,0.78,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-03-24,7,2025-03-24 07:00:00,1005,26.6,45.4,6.6,0.8,Cloudy,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-03-24,8,2025-03-24 08:00:00,1052,26.7,42.7,7.2,0.82,Cloudy,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-03-24,9,2025-03-24 09:00:00,757,30.3,44.6,7.4,0.81,Light Rain,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-24,10,2025-03-24 10:00:00,744,34.2,41.4,2.3,0.8,Foggy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-24,11,2025-03-24 11:00:00,523,26.8,35.3,6.0,0.74,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-03-24,12,2025-03-24 12:00:00,698,30.3,43.8,2.5,0.71,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-24,13,2025-03-24 13:00:00,659,27.5,33.5,5.1,0.71,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-24,14,2025-03-24 14:00:00,503,29.8,36.9,10.5,0.72,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-03-24,15,2025-03-24 15:00:00,711,30.6,41.0,2.2,0.78,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-24,16,2025-03-24 16:00:00,877,25.1,41.6,2.5,0.74,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-03-24,17,2025-03-24 17:00:00,777,31.5,41.3,0.1,0.84,Foggy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-24,18,2025-03-24 18:00:00,972,28.9,38.2,0.9,0.81,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-03-24,19,2025-03-24 19:00:00,874,31.3,37.8,0.2,0.85,Cloudy,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-03-24,20,2025-03-24 20:00:00,820,31.7,48.0,4.8,0.8,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-03-24,21,2025-03-24 21:00:00,729,29.5,47.1,1.1,0.72,Cloudy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-24,22,2025-03-24 22:00:00,430,27.6,41.5,10.0,0.77,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-03-24,23,2025-03-24 23:00:00,643,30.5,50.5,1.3,0.7,Clear,1,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-25,0,2025-03-25 00:00:00,522,27.6,40.3,0.6,0.72,Foggy,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-03-25,1,2025-03-25 01:00:00,596,30.5,38.3,13.3,0.73,Clear,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-03-25,2,2025-03-25 02:00:00,455,27.1,47.1,0.6,0.7,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-03-25,3,2025-03-25 03:00:00,454,27.3,39.2,0.2,0.76,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-03-25,4,2025-03-25 04:00:00,549,26.0,45.6,10.2,0.79,Foggy,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-03-25,5,2025-03-25 05:00:00,751,30.5,42.7,14.7,0.81,Cloudy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-25,6,2025-03-25 06:00:00,903,31.7,44.6,13.8,0.84,Cloudy,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-03-25,7,2025-03-25 07:00:00,1014,29.2,36.1,6.9,0.86,Cloudy,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-03-25,8,2025-03-25 08:00:00,1117,27.1,49.0,11.6,0.79,Clear,0,0,Bangalore,All,None,65.0,1.25,81.25,City
2025-03-25,9,2025-03-25 09:00:00,756,30.2,43.2,11.2,0.79,Light Rain,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-25,10,2025-03-25 10:00:00,865,28.5,37.9,5.8,0.78,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-03-25,11,2025-03-25 11:00:00,723,28.4,41.9,0.6,0.74,Cloudy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-25,12,2025-03-25 12:00:00,627,32.5,38.8,1.1,0.74,Cloudy,1,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-03-25,13,2025-03-25 13:00:00,471,27.8,47.6,11.4,0.69,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-03-25,14,2025-03-25 14:00:00,532,28.9,38.4,6.3,0.79,Foggy,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-03-25,15,2025-03-25 15:00:00,731,30.7,36.4,4.5,0.79,Cloudy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-25,16,2025-03-25 16:00:00,856,29.2,37.3,2.5,0.81,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-03-25,17,2025-03-25 17:00:00,938,30.0,38.1,5.1,0.81,Cloudy,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-03-25,18,2025-03-25 18:00:00,945,26.6,47.3,0.3,0.85,Cloudy,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-03-25,19,2025-03-25 19:00:00,910,29.5,46.0,3.5,0.76,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-03-25,20,2025-03-25 20:00:00,564,33.0,38.0,5.1,0.76,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-03-25,21,2025-03-25 21:00:00,739,29.2,44.5,13.0,0.74,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-25,22,2025-03-25 22:00:00,640,29.0,35.7,2.1,0.77,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-25,23,2025-03-25 23:00:00,659,24.9,43.7,5.5,0.72,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-26,0,2025-03-26 00:00:00,623,29.7,47.8,3.8,0.75,Clear,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-03-26,1,2025-03-26 01:00:00,567,29.1,34.6,3.8,0.76,Clear,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-03-26,2,2025-03-26 02:00:00,670,31.0,52.2,3.8,0.74,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-26,3,2025-03-26 03:00:00,616,23.4,43.1,13.5,0.74,Clear,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-03-26,4,2025-03-26 04:00:00,689,32.2,47.3,6.3,0.75,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-26,5,2025-03-26 05:00:00,754,30.6,41.5,12.8,0.72,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-26,6,2025-03-26 06:00:00,940,29.1,34.8,1.3,0.84,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-03-26,7,2025-03-26 07:00:00,1045,30.3,33.2,2.4,0.87,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-03-26,8,2025-03-26 08:00:00,1182,30.3,49.5,12.2,0.87,Clear,0,0,Bangalore,All,None,65.0,1.25,81.25,City
2025-03-26,9,2025-03-26 09:00:00,1035,29.5,38.3,10.3,0.84,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-03-26,10,2025-03-26 10:00:00,738,26.4,51.1,2.8,0.79,Foggy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-26,11,2025-03-26 11:00:00,697,29.4,42.9,11.9,0.75,Foggy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-26,12,2025-03-26 12:00:00,513,29.7,42.2,14.9,0.74,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-03-26,13,2025-03-26 13:00:00,624,32.1,46.0,6.9,0.77,Cloudy,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-03-26,14,2025-03-26 14:00:00,647,26.2,53.2,1.1,0.77,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-26,15,2025-03-26 15:00:00,748,31.1,45.5,9.4,0.81,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-26,16,2025-03-26 16:00:00,825,29.5,52.6,10.9,0.79,Cloudy,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-03-26,17,2025-03-26 17:00:00,656,27.9,41.4,3.2,0.8,Light Rain,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-26,18,2025-03-26 18:00:00,684,30.9,39.2,13.9,0.8,Light Rain,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-26,19,2025-03-26 19:00:00,881,31.6,39.5,9.4,0.8,Cloudy,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-03-26,20,2025-03-26 20:00:00,684,30.1,40.3,10.6,0.73,Foggy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-26,21,2025-03-26 21:00:00,624,33.7,42.7,8.0,0.81,Foggy,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-03-26,22,2025-03-26 22:00:00,451,28.3,47.1,5.2,0.71,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-03-26,23,2025-03-26 23:00:00,655,29.0,38.9,5.9,0.7,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-27,0,2025-03-27 00:00:00,584,26.8,40.0,3.2,0.71,Clear,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-03-27,1,2025-03-27 01:00:00,420,28.0,50.3,16.0,0.77,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-03-27,2,2025-03-27 02:00:00,639,27.7,36.1,14.1,0.77,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-27,3,2025-03-27 03:00:00,607,32.3,36.0,1.9,0.74,Cloudy,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-03-27,4,2025-03-27 04:00:00,450,26.4,44.7,12.5,0.74,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-03-27,5,2025-03-27 05:00:00,760,29.4,47.4,6.9,0.77,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-27,6,2025-03-27 06:00:00,756,30.9,52.9,0.4,0.77,Foggy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-27,7,2025-03-27 07:00:00,1036,29.7,34.4,14.9,0.78,Cloudy,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-03-27,8,2025-03-27 08:00:00,436,33.5,40.7,3.2,0.84,Heavy Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-03-27,9,2025-03-27 09:00:00,981,28.9,40.5,6.0,0.84,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-03-27,10,2025-03-27 10:00:00,974,32.3,47.6,7.0,0.8,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-03-27,11,2025-03-27 11:00:00,749,28.4,41.0,8.4,0.8,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-27,12,2025-03-27 12:00:00,262,28.2,46.1,4.8,0.75,Heavy Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-03-27,13,2025-03-27 13:00:00,475,29.4,49.3,0.1,0.78,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-03-27,14,2025-03-27 14:00:00,674,24.4,41.2,5.1,0.75,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-27,15,2025-03-27 15:00:00,514,28.0,33.0,13.6,0.8,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-03-27,16,2025-03-27 16:00:00,804,29.3,51.8,0.6,0.77,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-27,17,2025-03-27 17:00:00,687,27.7,43.3,0.5,0.79,Light Rain,1,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-27,18,2025-03-27 18:00:00,910,28.1,49.7,8.0,0.82,Cloudy,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-03-27,19,2025-03-27 19:00:00,967,29.1,42.5,10.6,0.85,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-03-27,20,2025-03-27 20:00:00,868,30.4,34.1,11.4,0.82,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-03-27,21,2025-03-27 21:00:00,493,27.2,38.9,5.7,0.71,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-03-27,22,2025-03-27 22:00:00,664,29.0,36.7,14.3,0.71,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-27,23,2025-03-27 23:00:00,569,29.4,29.9,4.5,0.76,Foggy,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-03-28,0,2025-03-28 00:00:00,558,30.4,31.2,8.2,0.71,Cloudy,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-03-28,1,2025-03-28 01:00:00,588,24.8,48.3,5.0,0.69,Clear,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-03-28,2,2025-03-28 02:00:00,591,28.8,40.9,8.8,0.76,Clear,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-03-28,3,2025-03-28 03:00:00,621,27.7,42.3,3.1,0.7,Clear,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-03-28,4,2025-03-28 04:00:00,624,29.3,42.9,1.9,0.7,Cloudy,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-03-28,5,2025-03-28 05:00:00,798,28.2,35.4,13.2,0.8,Clear,1,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-28,6,2025-03-28 06:00:00,889,27.9,41.6,1.6,0.76,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-03-28,7,2025-03-28 07:00:00,714,26.6,44.4,8.7,0.87,Light Rain,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-28,8,2025-03-28 08:00:00,421,30.9,38.4,13.2,0.82,Heavy Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-03-28,9,2025-03-28 09:00:00,1052,26.7,34.5,0.6,0.83,Cloudy,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-03-28,10,2025-03-28 10:00:00,791,32.2,35.4,8.0,0.75,Foggy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-28,11,2025-03-28 11:00:00,321,33.9,35.0,4.8,0.79,Heavy Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-03-28,12,2025-03-28 12:00:00,550,30.6,39.7,2.2,0.73,Foggy,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-03-28,13,2025-03-28 13:00:00,572,32.0,43.8,5.4,0.77,Foggy,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-03-28,14,2025-03-28 14:00:00,678,28.1,38.0,9.1,0.76,Cloudy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-28,15,2025-03-28 15:00:00,706,30.8,43.7,7.2,0.78,Cloudy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-03-28,16,2025-03-28 16:00:00,580,28.0,34.7,9.2,0.78,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
